"sample_id","Sp1","Sp2","Sp3","Sp4","Sp5","Sp6","Sp7","Sp8","Sp9","Sp10","Sp11","Sp12","Sp13","Sp14","Sp15","Sp16","Sp17","Sp18","Sp19","Sp20","Sp21","Sp22","Sp23","Sp24","Sp25","Sp26","Sp27","Sp28","Sp29","Sp30","Sp31","Sp32","Sp33","Sp34","Sp35","Sp36","Sp37","Sp38","Sp39"
"MMRF_1024_2_BM",-0.687105423049053,0.463383688806648,-0.294074248507538,-1.48966682575754,-0.731977134489187,0.726597244052881,-0.717141569349071,0.0832556469509901,-0.273873374295381,0.405442407507248,-0.132875388116139,-1.28431300211385,0.239013668248312,-0.30529769705911,-1.00062024950972,0.726267963160338,-1.17594371298353,-0.172754836010565,1.09259284071724,0.468910720844659,-0.00172731610894698,0.968581215360177,-1.2418810154908,-2.01827050222103,-0.486719063895847,-0.936819462210005,0.553261039110923,1.98609748125273,1.62780414882291,-0.407927751358785,1.78108478815056,1.79437366311745,-0.827482342174491,-1.07796313135385,-0.617367543687552,-0.786066492581889,0.236735683768751,-0.434746477872126,-0.866372075497429
"MMRF_1024_3_BM",-0.782342405011337,0.379227210855713,0.00144805073093133,-2.14083788447702,-1.82834606973709,0.866170739734465,-0.361416068623752,-0.159702377387393,0.661485877622547,0.258061902316623,0.167987247694563,-1.46075427454211,0.190905729314739,-0.963201106679825,-0.730377424025498,0.53022108227123,-0.822797588078238,-0.0896809365016739,1.15767414340122,1.18180296796477,0.13858823414913,1.22204853417766,-0.932022514145464,-1.59683730539824,0.622787332942173,-1.0290713164515,0.610177953202437,2.1037404589218,1.69021804052669,-0.948634348929281,1.19056540752727,2.99880140142303,-0.224673255500873,-0.564987787855537,-0.309662811276528,-0.539201951218266,-0.0740290927120582,-0.590108180755848,-1.28399593525044
"MMRF_1030_3_BM",-0.898183531296546,0.357174649422764,-1.32624332846914,-0.22770796053176,-0.994027257981994,-0.487585240185401,0.228025052878796,-0.0738323209366096,0.599873118763532,-0.49686502099286,0.360960976519963,0.225332947809243,-0.364072717686305,1.23775562169107,-0.85615061832436,-0.144111271021469,-0.260601144719836,0.581407762538004,0.447857091501924,1.71058248814405,-1.08010451678585,-0.179285528763724,-0.878130097210453,-0.790354385956317,0.709551765962244,1.85606211659622,-0.127243280509142,-0.281763883815207,-0.927898381048612,0.220823852043865,-0.843957510530242,-0.889115383466476,0.566484763561391,0.140976145835533,-0.750272013590778,1.67937741089587,-0.286737551019478,-0.654644288889206,0.0200690030548582
"MMRF_1030_4_BM",-1.30845954883599,-0.200957354782986,-1.20966626087758,0.687246207801133,-1.83949901883671,-1.27010348362811,-1.04699691868813,-0.358414493296764,-0.871322584475465,-0.446342843125288,-0.0533403033019659,-0.955666152238192,0.300092253206417,1.17392536480514,-1.3645951997783,-1.16991939675214,-0.193495502378962,0.254428058213559,0.34532090636074,1.44331868441911,-0.642901041213097,-1.42391170602278,-0.770864738008862,-1.86853520561517,0.529602252502136,0.0372112136760188,-0.0309601864825543,-0.235583103591222,-1.26459304056615,-0.175450409061324,-1.14202177473425,-0.565045914279992,0.378882766706327,-0.69895640959877,-1.34958011872931,2.01547088270257,-0.889262225310418,-0.791320690051441,-0.322120922347071
"MMRF_1049_2_BM",-0.90920173629202,1.60240837036656,1.26165970573384,0.516600226667948,0.259741435243442,-0.390513887532779,-0.109116521373555,-0.261386572410517,-0.0751651029331577,-0.97466970134856,-0.242998391330589,0.243374235587486,-1.09122998629637,0.828033550910251,0.307524883507261,-0.809936906534493,0.416484744441711,1.08311435695534,-0.482209066149805,0.953291673532815,-0.876915569575756,-1.81865741047258,2.5292653291504,-0.540888701144428,-0.776653819327153,-2.24855214436143,-0.392521417514117,0.418977410502753,-0.641933835792089,1.10449531628287,1.16617570444663,-0.626844251626902,-0.160994335183143,-0.796414385330663,0.502007327043933,0.593959812569363,0.205028606840785,0.564417203228223,-0.283954197615028
"MMRF_1049_4_BM",-1.72949121317186,0.998684125010338,-0.244377849339679,0.428916010385831,-0.020923906255717,-0.286039841574057,0.691302666494163,0.0658239245053239,0.417454819576258,-0.346565671970752,-0.389067522637273,0.629143572226748,-1.0019163808929,0.768161341649755,0.0319019224760399,-0.372666558709348,0.674130493437315,1.4290619865858,-0.502439901024877,0.139557334088789,-0.962305336097872,-1.57148671471602,2.20275389531948,0.162879448260055,0.272848750079142,-1.99295584668289,0.0460944035546925,-0.156465389440003,-0.166501899656977,0.909443536759462,0.878132518134302,-0.762916496205727,0.171640731056806,-0.190752671706473,0.555910438535401,0.41827465049371,0.657169436936843,0.172275485422226,0.195251823042809
"MMRF_1061_3_BM",1.53018772372665,-0.362634298283341,-0.546976687108942,0.492920742678471,0.0199326838644724,-0.478427179259292,-0.125161108717123,-1.89810700788393,-0.121433764636801,-0.760052987105522,0.375179111870045,0.0844680449821805,0.465545374489315,1.90889117465553,0.108190300456085,-0.583672853717709,-0.870196743972723,0.0530192554463762,-0.547917654185719,-0.295310320372013,-0.15693206409301,-1.76149671893399,-2.07112393914651,-1.61423751524053,-0.886017055064467,-1.15581776503423,0.853548964514969,-0.142250849471658,-0.488988383434021,0.0458106290065601,0.147682878227864,0.302644834740921,-0.99052130373844,-0.772377992255449,-1.48353092947128,-0.846653483218082,-0.186511153257577,0.0460825238478029,-0.566895848270578
"MMRF_1072_2_BM",-0.279098054859405,-0.872583410764719,-0.399843831667361,-2.18631388485139,1.12732122895756,-1.67225035615219,-1.37349030945457,-1.68571102451369,-0.652801990183714,-0.588228172607405,0.6118397984232,-0.906914579727932,-1.09546456616058,-0.766552466378274,0.733900686836393,-1.85617741506765,-0.206332632975941,0.177786620527451,0.553351507163523,-1.04762838360213,-1.05387630531655,-1.78030801593905,-0.82826630072977,-1.33512573676079,-2.00284242917609,-2.09167046018811,0.23727564297398,-0.168472964315632,0.756883630726248,0.260875076499376,1.05307162004646,-0.816342477863023,0.504665322187318,-0.875167883890827,-1.48250675661167,-0.697291595905007,0.711320822017816,0.00109079532539117,-1.18952163688168
"MMRF_1079_2_BM",-0.859151398877302,-0.400162068901616,0.111269735392108,-1.23113723615986,-1.34134739235568,-0.128779085867804,-0.775725645890637,-1.2506713113887,-0.377973051126717,-1.00013201785888,-0.27748277842937,-0.133629771802693,0.952304422250512,1.62576707774873,-0.116772438097828,0.851782545430342,-1.60292781943748,-0.138569429322948,0.653437016908039,0.16024406160645,-0.0624962272582879,0.641335753177519,0.365161158269554,0.650536444321344,-0.493815047852894,-0.215820052972336,-1.15883726711219,1.35959210224734,0.410965879782877,0.123603749998246,0.727082182678371,0.14960225867064,-1.4778054762424,0.108198508092445,-0.48905600359492,0.00513443493670537,1.2883724000866,0.544368610422658,-0.25974903806724
"MMRF_1085_3_BM",-0.552125616901765,0.688683272089042,-0.467261739478623,1.76928419005701,-0.142557304113843,-0.178124696234631,0.48365844301081,0.294913097752902,-0.835726383815435,0.517186182026599,0.732761884458802,0.0849155465712861,-0.732006846556341,-0.188792428439387,-0.542248906366628,-1.27342640597998,0.063360770361195,-0.972645450660295,-0.646637244988806,1.72404915059144,1.01017115642363,-0.188348307094196,-0.264927471034362,0.661496380021734,0.262719361692569,-0.951919818865044,1.00673039518858,0.217812462388381,-0.182885195983966,0.239678077459595,-0.970678741091465,-1.83403854641467,-0.377108657090026,0.353643101034331,-1.15422501221963,0.30175650596329,0.620472794134213,-2.05397423069992,1.30959698303732
"MMRF_1110_2_BM",-1.01040122512961,-0.450009696187661,-2.0041524883431,0.547169519697826,-1.23233589294985,-1.63507997458164,-1.48708122590952,0.589311038511099,1.79160586570283,-0.118697432501311,-0.177427934236789,1.027252474393,-0.710509022681765,0.165197194562082,1.34354354523082,1.11240025551001,-0.178437401320611,1.24871123529509,1.19452944076055,-1.5013344882249,-0.271056465057507,-1.36476360859996,-0.911572113104498,-0.120539142114911,-0.611767212761484,0.1574121895575,0.593366663847526,-0.508955762871978,-0.12224530464496,0.958272031035334,0.93410547059036,0.883987887944678,-0.967521678366774,-0.625848310470895,-0.165768362420442,1.07879073580035,0.626465566884629,-0.603879300182271,-0.486736658025461
"MMRF_1110_3_BM",-0.458502921123942,-0.18985144871776,-1.40244427398155,0.00892651469565007,-1.27566167140572,-1.57959819891919,-1.60276359244334,0.536841814985013,1.49906508605455,0.0533647906878185,-0.341745372194805,0.353107515558557,0.244784645546149,0.102915034970276,0.808327706618758,1.03535178512161,-0.715179354173916,1.57953107102071,0.993337988237294,-1.82717690609077,0.225172897024829,-1.70220133618083,0.0376978777486058,-0.994728532456557,-1.46519114587823,-0.668316960849435,0.151970523225596,-0.748965098087736,-0.54240929465088,0.922322782895979,1.30230417405275,0.693293337600513,-0.79914919352449,-0.762800588261974,-0.196830211348288,0.466146525531589,0.401801545602426,-0.676168445764372,-1.83251597595473
"MMRF_1112_3_BM",-0.552161502422443,0.681921805356229,-0.874776727809251,0.200484550527157,0.481929068985,-1.40617574083248,-0.483488185217905,0.215435488384777,-0.618446577992016,-0.726040024361658,0.426994858038147,1.32297201181025,0.441934832039298,-0.364241399917624,-1.31167145289239,-1.60823179302933,-0.0368902072089116,0.341512850607811,1.03753645887884,0.25444331762843,-0.19500542188734,-1.07410616025099,0.0893839980915407,-1.18926422250175,-0.54252012805743,-0.734141827358612,-0.40612275390162,-0.744290086418027,0.575489251443548,-0.00201389942785021,-0.230253338151729,0.0475056324620268,-0.914330695647607,0.0705747129947022,-1.46439745395467,0.428389483192294,0.532786034383905,0.405737682265467,0.10931379844542
"MMRF_1131_2_BM",-0.244146991646609,-2.04204204170306,0.851914126576241,-0.319769621259919,0.83174203230862,1.02235532062227,0.622897041442127,0.540028671200878,0.040132228680827,0.705691532752498,1.37787116716572,0.335874423025496,0.967363465856465,-1.116260614836,-0.476638841764742,0.0841480814292038,0.593472772105289,0.663973481397803,0.353632611369189,0.19553873736378,-0.484608932383622,-0.185181411785584,0.696126109390369,-0.395231612927329,-1.48989838039644,-0.866037689133613,-0.235507939652056,-0.0589881648294454,-1.44832060314958,-0.360674940553188,-1.00134763144748,0.402876487513445,0.508748021498077,0.516964293967682,-1.1950813412783,-0.0634309453079292,1.00820479943781,-0.732017381410361,-0.449118088292115
"MMRF_1137_3_BM",1.42068924357449,-0.790392986762426,-0.729862769578536,-0.293610313205867,-0.0169997122546615,0.259090007929589,-0.782406575419407,-0.985943612391722,-1.62932529801262,-0.331119828026072,-0.513530984542463,-0.301836816838773,-0.672447726319842,0.785828100634956,-0.533901885031597,-0.382492424809842,-0.612146379374231,0.167927400646689,1.30059916822618,0.0619517451582176,-1.4022013590657,-2.40040827562601,0.460932206245163,0.557513997061571,-1.22256841529137,-0.307391130797163,-1.67496191493978,0.10584298800443,1.32157973773399,-0.158268865889518,-0.0993091276319475,-0.324524503195212,-0.0963314298303863,0.2996483097074,-0.274038642778995,-0.270618421154474,0.460910116182211,0.519681810173512,0.297689551565332
"MMRF_1137_4_BM",0.410709820703634,-0.977290496283339,-1.64578458431222,1.90821385180914,-1.34914131636045,0.152286391413207,-0.401736398132515,0.372707080351491,-1.30096890362251,0.599624868625579,-0.0529232949051419,-1.26446271647133,-1.20304104719173,-0.16298289246764,-0.576685971812665,0.445785877925051,1.11784900122145,0.843832985905161,0.800297564050933,0.211392676520283,-0.798595379380037,-1.26816561638904,0.189099774522911,1.25470506193157,0.678271398239654,0.898175844254306,-2.48965479611825,2.02052777068957,0.542257703406297,0.522906764263511,-0.0801312337733182,0.256171735436919,-1.04252088242138,-0.555681885182758,-1.19206174238895,-0.717023090520352,0.00433807588254582,-0.870470941945849,0.476760775572693
"MMRF_1157_2_BM",0.303264237944977,-0.717707856370962,-2.21508553068471,0.996137095129747,-0.617568974405613,-1.25158516788507,0.34744279133245,-1.27091179997755,1.70994759219163,-1.7171837355545,-0.546606636429604,0.0250408664628969,-0.285831303670679,-0.741464817801715,0.193672097184719,-0.0031403733227072,0.866569612654733,0.0043398124217583,0.477090611692181,-0.580183063383847,0.473819479629493,-0.421812380559412,-0.376127942155504,0.410093179996109,1.45807321288185,-0.621824361213469,0.490342387206538,-0.96676471412676,0.635782985645493,0.592219383527786,-0.751765146694974,0.439573263918942,0.0846568328100512,0.620223173720644,-0.713038260726503,0.295106606813417,0.881288790552772,0.32664870423305,-1.14634937964252
"MMRF_1157_3_BM",0.255747011458437,-0.812810550867838,-2.29157439853657,0.926617434232738,-0.176043237772367,-0.388262523446041,-0.337320917551146,-1.36459946018782,1.11472718539085,-0.866991159465499,-0.906907898592507,0.40329057214547,-0.677992896235382,-0.87189986421266,0.176327209134472,-0.0565693792463426,1.23664941794306,-0.356462914841135,-0.106512208863387,-0.124722497214883,0.337220553848727,0.211828195248262,-0.267814630493271,-0.172756943356377,1.52541555811962,-1.29758164900683,0.818590418605949,-0.547877156777831,0.440675342688948,0.978721789620688,0.164464711431927,0.30881250299858,-0.181727530096827,0.285798388201724,-0.511937480964063,0.484156955396931,0.315424257991486,0.600021869281331,-1.2397282955555
"MMRF_1157_4_BM",0.768502139764676,-0.574621274402914,-2.14184995162013,1.10796711052594,-0.0814363348029977,-0.27319595957521,-1.35437474061176,-1.93316754761493,0.819795906896915,-1.05352010870184,-1.10487058142954,-0.119090575828357,-0.370067097684261,-1.59952575803781,1.2523777099822,-0.233789964950791,1.305846634242,-0.666372224337237,-1.14267155787348,0.734580872543995,0.576667188157472,0.341937261118938,0.441599776628044,0.0225592522260753,1.31668248430396,-1.43502297853584,0.794339758299754,-0.57430927800983,0.0683535337893641,0.975930870068345,0.292981644411195,0.589923540605658,-0.422482910501605,0.205624723862896,-0.208333058413788,0.649807714338714,-0.433783319142015,0.407125893656432,-1.92892696721518
"MMRF_1157_5_BM",0.402104666974574,-0.816419710470676,-2.11198380040694,-0.0415515875992868,-0.182528253142213,-0.929433914532459,-0.369716294347258,-0.936490753325696,1.11378414726179,-0.47904242627363,-0.0979400467345919,0.3895331419314,-0.122921829964655,-0.746528053238253,0.0398738463454752,-0.23425279649691,1.5335836666365,0.0676200491210083,0.52083858587852,-0.0312019224887041,0.344050422275561,-0.685074992573566,-0.51906297011229,-0.581882433450301,0.595602943598518,-1.454452062738,-0.176834995720722,-0.868929866390787,0.361208975044565,0.908409174431037,0.476717479473816,0.830791129979064,-1.05787658877816,-0.0944191728378932,-0.870530188137778,0.174718248885935,-0.604378255216144,0.516675221728862,-1.42552024981003
